,Case Number,Date,Type,Country,Area,Activity,Injury,Fatal (Y/N)
5108,1914.05.14,14-May-14,Provoked,USA,Florida,Fishing,PROVOKED INCIDENT Lacerations to right hand by hooked shark,N
5109,1914.03.14.R,Reported 14-Mar-1914,Invalid,USA,Florida,Swimming,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,Y
5110,1914.03.03,03-Mar-14,Unprovoked,USA,Hawaii,Washed into sea while picking opihi & attacked by 2 large sharks ,FATAL,Y
5111,1914.02.09.R,Reported 09-Feb-1914,Unprovoked,AUSTRALIA,South Australia,Wading,Lacerations to foot,N
5112,1914.02.03,  03-Feb-1914,Unprovoked,AUSTRALIA,New South Wales,Canoeing,Lacerations to arms,N
5113,1914.01.17.R,Reported 17-Jan-1914,Unprovoked,AUSTRALIA,Queensland,Wading,Laceration to leg,N
5114,1914.00.00,1914,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,,No details,UNKNOWN
5115,1913.12.30.R,Reported 30-Dec-1913,Provoked,USA,Florida,Fishing for mackerel,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,N
5116,1913.11.27,27-Nov-13,Unprovoked,NIGERIA,Lagos ,Boat swamped,FATAL,Y
5117,1913.11.21,21-Nov-13,Unprovoked,AUSTRALIA,Queensland,Swimming,Calf severely bitten;  leg surgically amputated,N
5118,1913.09.21,21-Sep-13,Unprovoked,USA,Florida,,Major injuries but survived,N
5119,1913.09.03,03-Sep-13,Provoked,CROATIA,Istria County,,Badly bitten by a shark dragged onboard PROVOKED INCIDENT,N
5120,1913.08.27.R,Reported 27-Aug-1913,Invalid,USA,New Jersey,,Man's leg recovered from 800-lb shark,UNKNOWN
5121,1913.08.27.R,Reported 27-Aug-1913,Invalid,USA,New Jersey,,Female foot recovered from shark,UNKNOWN
5122,1913.08.26.R,26-Aug-13,Invalid,ITALY,Trieste,,Human casualties,Y
5123,1913.07.12,12-Jul-13,Unprovoked,USA,South Carolina,,FATAL,Y
5124,1913.05.21,21-May-13,Provoked,USA,Florida,Fishing,"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",N
5125,1913.05.02,02-May-13,Provoked,AUSTRALIA,New South Wales,Hauling in net,Lacerations to thigh by netted shark PROVOKED INCIDENT,N
5126,1913.03.27,27-Mar-13,Unprovoked,SAMOA,Upolu Island,,Leg severed,N
5127,1913.01.00,Jan-13,Unprovoked,AUSTRALIA,Torres Strait,Diving,"Head, neck & left shoulder bitten",N
5128,1913.00.00.d,1913,Unprovoked,REUNION,Saint-Denis,Swimming after his hat,FATAL,Y
5129,1913.00.00.c,1913,Unprovoked,REUNION,5aint-Denis,Swimming,FATAL,Y
5130,1913.00.00.a,1913,Unprovoked,AUSTRALIA,Victoria,,Arm severed,N
5131,1912.08.30,30-Aug-12,Unprovoked,USA,Georgia,Swimming,FATAL,Y
5132,1912.07.23,23-Jul-12,Unprovoked,USA,South Carolina,Swimming,Toes severed,N
5133,1912.07.06.R,Reported 06-Jul-1912,Unprovoked,SOLOMON ISLANDS,Central Province,Bathing,FATAL,Y
5134,1912.05.04,04-May-12,Invalid,SOUTH AFRICA,KwaZulu-Natal,,,UNKNOWN
5135,1912.03.18,18-Mar-12,Unprovoked,NEW ZEALAND,North Island,Swimming,"""Slight laceration to leg""",N
5136,1912.02.22,22-Feb-12,Provoked,AUSTRALIA,Western Australia,Hard hat diving,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT ",N
5137,1912.02.19,19-Feb-12,Unprovoked,AUSTRALIA,New South Wales,Swimming,Left calf & heel bitten,N
5138,1912.02.03,03-Feb-12,Unprovoked,NEW CALEDONIA,South Province,Swimming,Left shoulder & both legs bitten,N
5139,1912.01.26,26-Jan-12,Unprovoked,AUSTRALIA,New South Wales,Swimming,FATAL,Y
5140,1912.01.13.R,Reported 13-Jan-1912,Unprovoked,FIJI,Viti Levu group,Washed overboard,FATAL,Y
5141,1912.01.06,06-Jan-12,Unprovoked,AUSTRALIA,New South Wales,,Thigh & lower abdomen severely bitten,N
5142,1912.01.01,01-Jan-12,Unprovoked,AUSTRALIA,Queensland,Bathing,FATAL,Y
5143,1912.00.00,1912,Unprovoked,SPAIN,Balearics,Fell into the water,FATAL,Y
5144,1911.11.08,08-Nov-11,Invalid,USA,Florida,,"Cause of death undetermined. 3.6 m [11'9""] shark seen carrying body. Next day, shark was killed & Antoine's entire body was found in its gut.",Y
5145,1911.10.26,26-Oct-11,Unprovoked,USA,South Carolina,Fell overboard from steamship Rio Grande,FATAL,Y
5146,1911.10.25,25-Oct-11,Unprovoked,AUSTRALIA,Queensland,Diving,Calves bitten,N
5147,1911.09.23,23-Sep-11,Unprovoked,USA,Texas,Jumped overboard to rescue companion,FATAL,Y
5148,1911.09.20,20-Sep-11,Unprovoked,USA,Florida,Fell overboard & swimming,FATAL,Y
5149,1911.09.17,17-Sep-11,Unprovoked,USA,Florida,Bathing,Left arm & thigh bitten,N
5150,1911.07.31.R,Reported 31-Jul-1911,Unprovoked,SPAIN,Málaga ,Bathing,FATAL,Y
5151,1911.07.16.R,Reported 16-Jul-1911,Provoked,USA,Delaware,Fishing,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",N
5152,1911.05.09,09-May-11,Unprovoked,SOUTH AFRICA,Western Cape Province,Bathing,"FATAL, partial remains recovered",Y
5153,1911.05.01.R,Reported 01-May-1911,Provoked,USA,Texas,Fishing,Bitten on left leg by hooked shark PROVOKED INCIDENT,N
5154,1911.05.01,01-May-11,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,FATAL,Y
5155,1911.04.08.R,Reported 08-Apr-1911,Boating,NEW ZEALAND,Chatham Islands,Fishing,"No injury to occupants, shark bit boat",N
5156,1911.03.29.R,Reported 29-Mar-1911,Unprovoked,AUSTRALIA,Torres Strait,Swimming,FATAL,Y
5157,1911.01.04,04-Jan-11,Sea Disaster,AUSTRALIA,Western Australia,3-masted steel barque Glenbank foundered during a cyclone,Minor injuries,N
5158,1911.00.00.b,1911,Unprovoked,USA,Texas,Swimming,Minor injury to feet,N
5159,1911.00.00.a,Ca. 1911,Unprovoked,NEW ZEALAND,North Island,Fishing,FATAL,Y
5160,1910.12.25.R,Reported 25-Dec-1910,Invalid,CROATIA, Primorje-Gorski Kotar County,,FATAL?,Y
5161,1910.12.23.R,Reported 23-Dec-1910,Sea Disaster,AUSTRALIA,Western Australia,Shipwrecked pearling schooner,FATAL,Y
5162,1910.11.28,28-Nov-10,Provoked,NORTH ATLANTIC OCEAN,Georges Bank,Fishing,Right hand severely bitten by netted shark PROVOKED INCIDENT,N
5163,1910.11.24,24-Nov-10,Unprovoked,AUSTRALIA,Queensland,Bathing,Foot bitten,N
5164,1910.06.25.R,Reported 25-Jun-1910,Unprovoked,MEXICO,,Swimming,Leg bitten,N
5165,1910.06.08.R,Reported 08-Jun-1910,Sea Disaster,MOZAMBIQUE,Zambesi River,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore","FATAL, 3 passengers & 14 crew taken by sharks, captain, 1 passenger & 2 crew survived",Y
5166,1910.05.16.R,Reported 16-May-1910,Invalid,USA,Alabama,"Unknown, their unoccupied yawlboat was recovered",Presumed drowned & bodies taken by sharks,N
5167,1910.03.31,31-Mar-10,Unprovoked,PANAMA,Colón Province,Fell overboard from USS cruiser Tacoma,FATAL,Y
5168,1910.03.08,08-Mar-10,Unprovoked,NEW ZEALAND,North Island,Swimming,Lacerations to foot,N
5169,1910.03.00,Mar-10,Invalid,USA,Hawaii,"Hard hat diving, laying some charge of powder",No injury,N
5170,1910.02.16,  16-Feb-1910,Unprovoked,AUSTRALIA,Western Australia,Surf bathing,"Shoulder, back & leg bitten",N
5171,1910.01.26,26-Jan-10,Unprovoked,AUSTRALIA,New South Wales,,FATAL,Y
5172,1910.00.00.b,1910,Invalid,USA,Hawaii,"Fishing, thrown into water by heavy sea, clinging to rocks at the water line","Body bitten by shark/s, but death may have been due to drowning",Y
5173,1910.00.00.a,1910,Unprovoked,PHILIPPINES,Luzon Island,Swimming,"Calf removed, not known if he survived ",UNKNOWN
5174,1909.12.26.R,Reported 26-Nov-1909,Unprovoked,USA,Florida,,Severe lacerations to arm,N
5175,1909.12.15.R,Reported 15-Dec-1909,Unprovoked,AUSTRALIA,New South Wales,Fell overboard,FATAL,Y
5176,1909.12.05,05-Dec-09,Provoked,AUSTRALIA,New South Wales,Fishing,3 fingers bitten by hooked shark PROVOKED INCIDENT,N
5177,1909.11.14,14-Nov-1909 to 19-Nov-1909,Sea Disaster,INDONESIA,30 nm from Singapore,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Ondas boats,"FATAL, 101 people perished, including commander, Joseph Couailhac. Iit was reported that a shoal of sharks circled  passengers in the water and dragged scores of people to their deaths Of the 61 survivors, many were injured by sharks",Y
5178,1909.09.04.R,Reported 04-Sep-1909,Provoked,USA,Delaware,Seine netting,Abrasion to leg from netted shark PROVOKED INCIDENT,N
5179,1909.08.13,13-Aug-09,Unprovoked,USA,Florida,Fell overboard from fishing schooner Halycon,FATAL,Y
5180,1909.07.24,24-Jul-09,Unprovoked,USA,New York,Fell overboard while fishing for sharks,Right leg bitten,N
5181,1909.07.15,15-Jul-09,Unprovoked,USA,Florida,Swimming,Hip & thigh lacerated,N
5182,1909.06.26.a.R,Reported 26-Jun-1909,Unprovoked,MEXICO,Guerrero,Bathing,FATAL,Y
5183,1909.06.26.b.R,26-Jun-09,Unprovoked,SOUTH AFRICA,Western Cape Province,,Remains of soldier in uniform. Probable drowning & scavenging,Y
5184,1909.06.18,18-Jun-09,Sea Disaster,AUSTRALIA,Queensland,"1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909","FATAL, only his legs, still in sea-boots, were recovered ",Y
5185,1909.04.27.R,Reported 27-Apr-1909,Provoked,SPAIN,Andalucia,Fishing,Shark knocked him down after he grabbed it by the tail. No injury.   PROVOKED INCIDENT,N
5186,1909.04.10,10-Apr-09,Invalid,USA,Hawaii,Reported swept away by waves while gathering opihi, Search party saw a large shark devour what appeared to be part of her body,Y
5187,1909.04.09.R,Reported 09-Apr-1909,Unprovoked,TUNISIA,Sfax,Diving (Helmet) for sponges,FATAL,Y
5188,1909.03.06,06-Mar-09,Sea Disaster,SOUTH AFRICA,South Atlantic Ocean,Wreck of the 1308-ton Norwegian ship Auckland,FATAL,Y
5189,1909.01.17,17-Jan-09,Invalid,,,Jumped overboard ,FATAL,Y
5190,1909.01.00,Jan-09,Invalid,ITALY,Sicily,"On December 28, 1908, an earthquake, followed by tsunamis, destroyed coastal towns in Silcily and southern Italy, killing more than 100,000 people"," 3 unidentified bodies recovered (male, female & young girl) from gut of female  4.5 m [14'9""]  white shark caught in fishing net. They may have drowned in tidal wave following earthquake ",Y
5191,1909.00.00,1909,Unprovoked,AUSTRALIA,New South Wales,,Survived,N 
5192,1908.12.31,31-Dec-08,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,FATAL,Y
5193,1908.12.16.R,Reported 16-Dec-1908,Unprovoked,MEXICO,Quintana Roo,Swimming ashore from capsized boat,"FATAL, ""bitten in two""",Y
5194,1908.09.21,   21-Sep-1908,Unprovoked,AUSTRALIA,Torres Strait,Fell from the jetty,FATAL,Y
5195,1908.09.05,05-Sep-08,Unprovoked,USA,California,On fishing boat & trailing hand in the water,Lacerations to fingers,N
5196,1908.08.28.R,Reported 28-Aug-1908,Unprovoked,SPAIN,Galicia,Fell overboard from P&O steamship Arabia,FATAL,Y
5197,1908.07.18.R,Reported 18-Jul-1908,Invalid,SPAIN,Canary Islands,,Human remains recovered but shark involvement prior to death unconfirmed ,Y
5198,1908.07.08.R,Reported 08-Jul-1908,Unprovoked,CROATIA,Adriatic Sea,Boating,"FATAL, lost a leg",Y
5199,1908.06.18,18-Jun-08,Unprovoked,EGYPT,Gulf of Suez,The 168-ton Belmore foundered in heavy seas,FATAL,Y
5200,1908.06.08,08-Jun-08,Sea Disaster,USA,Georgia,The British steamer Caribbee foundered,FATAL,Y
5201,1908.06.02.R,Reported 02-Jun-1908,Sea Disaster,PAPUA NEW GUINEA,New Britain,.,"Remains of 3 humans recovered from shark, but shark involvement prior to death unconfirmed",Y
5202,1908.05.13,13-May-08,Sea Disaster,INDONESIA,Java,native boats sunk in storm,FATAL,Y
5203,1908.05.10,10-May-08,Invalid,USA,Florida,,"FATAL, but shark involvement prior to death was not confirmed",Y
5204,1908.01.08,08-Jan-08,Unprovoked,USA,Hawaii,Gathering fish stunned by dynamite,"FATAL, ""pulled below the surface'  ",Y
5205,1907.12.21,21-Dec-07,Unprovoked,AUSTRALIA,New South Wales,Bathing,FATAL,Y
5206,1907.10.18.R,Reported 18-Oct-1907,Unprovoked,AUSTRALIA,Torres Strait,Bathing,FATAL,Y
5207,1907.10.16.R,Reported 16-Oct-1907,Unprovoked,CHINA,Hong Kong,Fishing,"3 of thel 5 were injured, one of whom lost both hands",N
5208,1907.10.16.R,Reported 16-Oct-1907,Unprovoked,CHINA,Hong Kong,Fishing, 2 of the 5 fishermen were so seriously injured they died of their wounds,Y
5209,1907.10.14,14-Oct-07,Unprovoked,AUSTRALIA,New South Wales,Bathing,Lacerations to left arm from shoulder to wrist,N
5210,1907.10.12,12-Oct-07,Invalid,HAITI,Tiburon Peninsula,Reached out to disentangle rope & fell overboard,"No attack, no injury",N
5211,1907.10.08,08-Oct-07,Unprovoked,USA,Hawaii,"Diving, retrieving fish caught in net ","Arm severed at elbow,  surgically amputated at shoulder ",N
5212,1907.09.18.R,Reported 19-Sep-1907,Invalid,ENGLAND,English Channel,Swimming," ""Struck across loins"" but no injury. According to witnesses, incident involved a bottlenose dolphin.",N
5213,1907.09.11,11-Sep-07,Unprovoked,CROATIA," Split-Dalmatia Count,",Swimming,FATAL,Y
5214,1907.08.12.b..R,Reported 12-Aug-1907,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Swimming,FATAL,Y
5215,1907.08.12.a..R,Reported 12-Aug-1907,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Swimming,FATAL,Y
5216,1907.08.08.R,Reported 08-Aug-1907,Unprovoked,USA,New Jersey,Wading,Abrasion to chest,N
5217,1907.07.14.R,Reported 14-Jul-1907,Unprovoked,CROATIA," Split-Dalmatia Count,",Swimming,FATAL,Y
5218,1907.07.04.R,Reported 04-Jul-1907,Invalid,AUSTRALIA,Queensland,.,"Disappeared, but shark involvement unconfirmed",Y
5219,1907.07.00,Jul-07,Unprovoked,USA,South Carolina,Floating in creek,Slight injuries to left knee & calf ,N
5220,1907.04.20,20-Apr-07,Unprovoked,MEXICO,Oaxaca,Bathing," 3 fingers & thigh lacerated, foot crushed",N
5221,1907.03.26,26-Mar-07,Unprovoked,USA,Florida,"Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net","FATAL, shark bit his side, nearly cutting him in two  ",Y
5222,1907.03.07,07-Mar-07,Unprovoked,MALTA,Harare Province,Fishing,"FATAL,            Fell overboard and were killed by shark",Y
5223,1907.02.09,09-Feb-07,Unprovoked,PHILIPPINES,Luzon Island,"Row boat (from the gunboat Elcano) was sinking, put finger in hole",Finger severed,N
5224,1907.02.05,05-Feb-07,Unprovoked,NEW ZEALAND,South Island,Standing,"FATAL, leg severely bitten     ",Y
5225,1907.02.03,03-Feb-07,Unprovoked,AUSTRALIA,Queensland,Bathing,FATAL,Y
5226,1907.00.00.b,1907,Unprovoked,VIETNAM,Khánh Hòa Province,Fishing,"Leg severely bitten, surgically amputated",N
5227,1907.00.00.a,1907,Unprovoked,USA,Hawaii,"Net fishing, fell into the water",FATAL,Y
5228,1906.11.16,16-Nov-06,Unprovoked,JAMAICA,Westmoreland Parish,Fishing,Leg bitten,N
5229,1906.10.10.d.R,Reported 10-Oct-1906,Unprovoked,USA,Hawaii,,Buttock bitten,N
5230,1906.10.10.c.R,Reported 10-Oct-1906,Unprovoked,USA,Hawaii,Swimming,FATAL,Y
5231,1906.10.10.b.R,Reported 10-Oct-1906,Unprovoked,USA,Hawaii,Diving,Arm severed,N
5232,1906.10.10.a.R,Reported 10-Oct-1906,Unprovoked,USA,Hawaii,Swimming,FATAL,Y
5233,1906.09.27.R.b,Reported 27-Sep-1906,Unprovoked,INDONESIA,Java,Swimming,Thumb & index finger of left hand severed,N
5234,1906.09.27.R.a,Reported 27-Sep-1906,Unprovoked,INDONESIA,Java,Swimming,FATAL,Y
5235,1906.09.05.R,Reported 05-Sep-1906,Unprovoked,AUSTRALIA,Torres Strait,Swimming,FATAL,Y
5236,1906.09.00,Sep-06,Provoked,USA,California,Fishing,PROVOKED INCIDENT        No injury; shirt torn by gaffed shark,N
5237,1906.08.20,20-Aug-06,Unprovoked,YEMEN ,Aden,Diving around anchored liner,Leg severed. Injury originally thought due to boat's propeller,N
5238,1906.08.04,04-Aug-06,Unprovoked,USA,Maryland,Fell overboard,FATAL,Y
5239,1906.07.05.R,Reported 05-Jul-1906,Unprovoked,USA,Mississippi,Swimming,FATAL,Y
5240,1906.07.00,Jul-06,Invalid,MOZAMBIQUE,Maputo Province,,Sanna drowned; his hand  (identified by ring on finger) found in a shark at the market,Y
5241,1906.04.27.R,Reported 27-Apr-1906,Unprovoked,INDONESIA,Maluku Province,Hard hat diving,FATAL,Y
5242,1906.04.16,16-Apr-06,Provoked,AUSTRALIA,Victoria,Shooting sharks ,Finger severed by shark he had shot & stabbed PROVOKED INCIDENT,N
5243,1906.04.14,14-Apr-06,Unprovoked,AUSTRALIA,Queensland,Diving for beche-de-mer ,FATAL,Y
5244,1906.04.10.R.a & b,Reported 10-April 1906,Sea Disaster,INDONESIA,,The schooner Tahitienne foundered in a hurricane,FATAL x 2,Y
5245,1906.04.02.R,Reported 02-April 1906,Invalid,AUSTRALIA,New South Wales,.,Cause of death may have been downing,Y
5246,1906.02.14.R,Reported 14-Feb-1906,Invalid,NEW ZEALAND,North Island,Swimming,"FATAL, but shark involvement prior to death was not determined",Y
5247,1906.01.28,28-Jan-06,Unprovoked,AUSTRALIA,New South Wales,Bathing,FATAL,Y
5248,1906.01.20,20-Jan-06,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Washing horses,"FATAL, hips & thigh bitten ",Y
5249,1905.12.31,31-Dec-05,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Floating or standing,"FATAL, left torso, buttocks, thigh & foot bitten ",Y
5250,1905.12.29,29-Dec-05,Invalid,AUSTRALIA,Western Australia,Bathing,"""Bad wound in the leg"" - 7-ft shark caught in the bath same day",N
5251,1905.11.17.R,Reported 17-Nov-1905,Invalid,MEDITERRANEAN SEA?,,A man's head found in a shark caught by British steamer Syria,Probable  scavenging,Y
5252,1905.09.29,29-Sep-05,Unprovoked,AUSTRALIA,New South Wales,Swimming,FATAL. Shark involvement suspected but not confirmed,Y
5253,1905.08.00.b,Late Aug-1905,Unprovoked,USA,New Jersey,Swimming from naptha launch after a day of fishing,3 toes of right foot were severed,N
5254,1905.08.00.a,Aug-05,Unprovoked,PHILIPPINES,Luzon Island,Bathing,Leg bitten,N
5255,1905.07.29,29-Jul-05,Unprovoked,USA,North Carolina,Wading,Body not recovered FATAL,Y
5256,1905.07.25.R,Reported 25-Jul-1905,Invalid,ITALY,,,"Body recovered from shark, probable drowning and scavenging",Y
5257,1905.07.00,Jul-05,Unprovoked,USA,North Carolina,Fishing,FATAL,Y
5258,1905.05.22,22-May-05,Unprovoked,USA,Florida,Swimming,Lacerations to back & right leg,N
5259,1905.04.06,06-Apr-05,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,"FATAL, thigh bitten, femoral artery severed  ",Y
5260,1905.03.26,26-Mar-05,Unprovoked,AUSTRALIA,New South Wales,Bathing,Righ thigh severely bitten,N
5261,1905.03.25,25-Mar-05,Invalid,AUSTRALIA,Tasmania,Bathing,FATAL,Y
5262,1905.02.10,10-Feb-05,Invalid,AUSTRALIA,Victoria,Bathing,Thought to have been taken by a shark,Y
5263,1905.01.01,01-Jan-05,Invalid,AUSTRALIA,Victoria,Bathing,Reported to have been killed by a shark but 2 years later he was found very much alive,Y
5264,1905.00.00,1905,Boating,USA,North Carolina,Harpooning turtles,"No injury, shark bumped skifft",N
5265,1904.11.02,02-Nov-04,Unprovoked,PHILIPPINES,Luzon Island,Bathing alongside US Naval ship,Foot bitten,N
5266,1904.10.11.R,Reported 11-Oct-1904,Unprovoked,INDIAN OCEAN,Between Noumea & Sydney,Fell overboard,FATAL,Y
5267,1904.09.00,Sep-04,Unprovoked,CUBA,Havana Province,Lost his footing & fell overboard,"FATAL, left leg severed below knee, right leg severed above knee by a second shark",Y
5268,1904.08.00,Aug-04,Unprovoked,CUBA,Villa Clara Province,"Ship's boat capsized in squall, captain & 2 sailors clinging onto hull","FATAL, shark pulled them off hull of boat  ",Y
5269,1904.07.28,28-Jul-04,Unprovoked,USA,New Jersey,Sailing,No injury,N
5270,1904.07.27,27-Jul-04,Unprovoked,USA,Texas,Swimming,"FATAL, body not recovered",Y
5271,1904.07.01.R,Reported 01-Jul-1904,Unprovoked,ITALY,Ancona Province,Swimming,FATAL x 4. Afterwards metal mesh nets were installed,Y
5272,1904.02.07,07-Feb-04,Unprovoked,AUSTRALIA,Queensland,Swimming after his hat,FATAL,Y
5273,1904.02.04,04-Feb-04,Unprovoked,NEW ZEALAND,North Island,Swimming,FATAL,Y
5274,1904.01.23,23-Jan-04,Unprovoked,NEW CALEDONIA,South Province,Bathing,FATAL,Y
5275,1904.00.00.c,1904,Invalid,USA,,Diving on a wreck,Leg bitten,N
5276,1904.00.00.b,1904,Unprovoked,PHILIPPINES,Quezon,Bathing,Left arm bitten,N
5277,1904.00.00.a,1904,Unprovoked,USA,Hawaii,Swimming,"FATAL, disappeared, then shark caught with head and body of man, from waist down minus leg, in its gut",Y
5278,1903.10.04,04-Oct-03,Unprovoked,CUBA,Havana Province,Fell overboard,FATAL,Y
5279,1903.09.16.R,Reported 16-Sep-1903,Unprovoked,USA,New Jersey,Fishing,Lacerations to right arm & shoulder,N
5280,1903.07.00,Jul-03,Unprovoked,FALKLAND ISLANDS,,"Swimming, after falling overboard","Right leg bitten, surgically amputated",N
5281,1903.06.21,21-Jun-03,Unprovoked,AUSTRALIA,New South Wales,Swimming,FATAL,Y
5282,1903.05.04,04-May-03,Unprovoked,MEXICO,Veracruz,Bathing,FATAL x 3,Y
5283,1903.03.20.R,Reported 20-Mar-1903,Unprovoked,AUSTRALIA,New South Wales,Suicide,Jumped off cliff,Y
5284,1903.03.12,12-Mar-03,Unprovoked,AUSTRALIA,Queensland,Swimming,FATAL,Y
5285,1903.01.10,  10-Jan-1903,Unprovoked,AUSTRALIA,New South Wales,,FATAL,Y
5286,1903.00.00.b,Summer of 1903,Unprovoked,CRETE,,Sponge diving,FATAL,Y
